words	interaction_word	label
"'s interaction with "	"interaction"	1
" repressor appeared to be the PROTX0 "	"repressor"	1
" repressor appeared to be the PROTX0 PROTX0 ,  which bound the "	"bound"	1
" participates in PROTX2 gene regulation in the vertebrate telencephalon ,  and suggest that the loss of telencephalic choroid plexus in XtJ mice is due to defects in the cortical hem that include "	"regulation"	1
" ,  "	""	1
" ,  PROTX0 ,  "	""	1
" ,  "	""	1
" and PROTX2 proteins ,  because the complex could not be detected in tumor cells that produce truncated "	"produce"	1
" expression decreased ,  constitutive expression of "	"decreased"	1
" expression decreased ,  constitutive expression of PROTX0 and "	"decreased"	1
" -  attenuated cells failed to induce "	"induce"	1
" processivity factor "	""	1
" -  "	""	1
" to inhibit the action of PROTX1 is therefore likely to be due to its masking of elements on "	"inhibit"	1
" expression is the "	"expression"	1
" ,  encoding a transcriptional repressor that is significantly increased by 12 - O - tetra - decanoylphorbol - 13 - acetate treatment ,  represses "	"increased"	1
" ,  which mediates the association with the transcriptional corepressor "	"mediates"	1
" for PROTX0 ,  binds to a 17 - base pair (bp )  region of the PROTX2 promoter ,  which was shown earlier to participate in hypoxia - induced expression of the "	"binds"	1
" antisense RNA showed an attenuated response to hypoxia - mediated induction of both "	"mediated"	1
" antisense RNA showed an attenuated response to hypoxia - mediated induction of both PROTX0 and "	"mediated"	1
" showed sequence - specific interaction with a DNA element in the 5' untranslated region of "	"interaction"	1
" that fails to complex with several known binding partners of PROTX1 ,  including "	"complex"	1
" that fails to complex with several known binding partners of PROTX1 ,  including PROTX0 and "	"complex"	1
" in suppressing apoptosis and suggest that several proteins shown to induce apoptosis ,  including "	"suppressing"	1
" in suppressing apoptosis and suggest that several proteins shown to induce apoptosis ,  including PROTX0 ,  "	"suppressing"	1
" in suppressing apoptosis and suggest that several proteins shown to induce apoptosis ,  including PROTX0 ,  PROTX0 and "	"suppressing"	1
" ,  a secreted mammalian (beta )  - galactoside binding protein ,  inhibits adhesion of human carcinoma (1299 )  cells to plates coated with "	"inhibits"	1
"s for their ligands ,  abolished the inhibitory effects of "	"abolished"	1
" also interacts with other members of the "	"interacts"	1
" is an PROTX2 binding - protein that interacts to a different extent with several ,  but not all members of the "	"interacts"	1
" modulates "	"modulates"	1
" )  in combination with two oncogenes (the simian virus 40 "	""	1
" )  in combination with two oncogenes (the simian virus 40 PROTX0 oncoprotein and an oncogenic allele of "	""	1
" oncoprotein and an oncogenic allele of "	""	1
" is a positive modulator of the "	""	1
" is a positive modulator of the PROTX0 / mitogen - activated protein kinase pathway and a putative substrate of the transforming non - receptor tyrosine kinase "	"transforming"	1
" was found to be necessary for morphological transformation by PROTX2: PROTX1+ / + cells became rounded or spindly upon "	""	1
" - induced activation of the anti - apoptotic protein kinase "	"activation"	1
" deficiency also reduced "	"reduced"	1
" deficiency also reduced PROTX0 - induced activation of the anti - apoptotic protein kinase "	"activation"	1
" - induced activation of the anti - apoptotic protein kinase "	"activation"	1
" in "	""	1
" by "	""	1
" ,  this suggests that the effect of PROTX0 on "	"effect"	1
" on "	""	1
" ,  this suggests that the effect of PROTX0 on PROTX0 activation may be mediated ,  at least in part ,  by its effects on the interaction between PROTX1 and "	"interaction"	1
" on PROTX0 activation may be mediated ,  at least in part ,  by its effects on the interaction between "	"activation"	1
" on PROTX0 activation may be mediated ,  at least in part ,  by its effects on the interaction between PROTX0 and "	"activation"	1
" on "	""	1
" ,  this suggests that the effect of PROTX0 on PROTX0 activation may be mediated ,  at least in part ,  by its effects on the interaction between PROTX1 and "	"interaction"	1
" ,  this suggests that the effect of PROTX0 on "	"effect"	1
" is dependent on PROTX0 ,  this suggests that the effect of PROTX0 on PROTX2 activation may be mediated ,  at least in part ,  by its effects on the interaction between PROTX0 and "	"interaction"	1
" in "	""	1
" in "	""	1
" by PROTX21E132 ,  but not the disruption of PROTX0 or p21WAF1 / CIP1 ,  resulted in the accumulation of free "	""	1
" or p21WAF1 / CIP1 ,  resulted in the accumulation of free "	""	1
" ,  resulted in the accumulation of free "	""	1
" )  has been implicated in melanoma cells ,  but the molecular basis for this phenotype has not yet been elucidated ,  and the status of additional family members ( PROTX0 and PROTX0 ,  together termed pocket proteins )  or the consequences on downstream targets such as "	"targets"	1
" was the only family member more abundant in the melanoma cells compared with normal melanocytes ,  and the approximately fivefold increase in DNA binding activity could be accounted for mostly by a similar increase in the levels of the dimerization partner "	"increase"	1
" ,  PROTX0 ,  and PROTX0 ,  suggest that melanoma cells acquired the capacity for autonomous growth through inactivation of all three pocket proteins and release of "	"inactivation"	1
" ,  and PROTX0 ,  suggest that melanoma cells acquired the capacity for autonomous growth through inactivation of all three pocket proteins and release of "	"inactivation"	1
" ,  suggest that melanoma cells acquired the capacity for autonomous growth through inactivation of all three pocket proteins and release of "	"inactivation"	1
"(Min / + )  (Min )  mice was enhanced by deficiency for "	"enhanced"	1
" and the pharmacological agents piroxicam and difluoromethylornithine each reduced intestinal adenoma multiplicity in the absence of "	"reduced"	1
" antagonist ,  "	"antagonist"	1
" also induces "	"induces"	1
" mutant mice show a delay in the morphological maturation of glomerular rosettes and in the accumulation of "	""	1
"'s transcriptional activity by PROTX0 /  PROTX0 ( "	"activity"	1
"'s transcriptional activity by "	"activity"	1
" -  PROTX0 interaction was confirmed in vitro by glutathione S - transferase - protein association assays and in vivo by coimmunoprecipitating the overexpressed "	"interaction"	1
" bound to the CH1 domain (amino acids [aa] 350 to 450 )  of "	"bound"	1
" or PROTX0 stimulated transcription mediated by "	"stimulated"	1
" stimulated transcription mediated by "	"stimulated"	1
" ,  reduced "	"reduced"	1
" - dependent transcription or apoptosis was partially impaired in either "	"impaired"	1
" - dependent transcription or apoptosis was partially impaired in either PROTX0 -  or "	"impaired"	1
" directly interacts with the N - terminal CH1 domain of "	"interacts"	1
" directly interacts with the N - terminal CH1 domain of PROTX0 /  "	"interacts"	1
" in established rodent fibroblasts (NIH 3T3 )  ,  which was shown to be sufficient for transformation of these cells ,  leads to constitutive expression of the "	"leads"	1
" in established rodent fibroblasts (NIH 3T3 )  ,  which was shown to be sufficient for transformation of these cells ,  leads to constitutive expression of the PROTX0 and "	"leads"	1
" gene promoter is activated by PROTX0 via an "	"activated"	1
" gene promoter is activated by "	"activated"	1
" in the transformation of primary cells ,  we observed rapid PROTX1 - dependent activation of "	"activation"	1
" in the transformation of primary cells ,  we observed rapid PROTX1 - dependent activation of PROTX0 gene expression ,  which can be uncoupled from activation of the "	"activation"	1
" - driven induction of "	"driven"	1
" - driven induction of PROTX0 and "	"driven"	1
" to "	""	1
" to "	""	1
" gene expression requires the binding of "	"binding"	1
" gene expression requires the binding of PROTX0 to "	"binding"	1
" to PROTX0 ,  while binding to either "	"binding"	1
" to PROTX0 ,  while binding to either PROTX0 or "	"binding"	1
" represses the PROTX2 promoter through its cell cycle - regulatory E2F binding site and that 12S PROTX0 can activate the "	"activate"	1
" binding site and that 12S PROTX0 can activate the "	"activate"	1
" can activate the "	"activate"	1
" can activate the PROTX0 promoter ,  essentially by counteracting its repression by "	"repression"	1
" involves "	"involves"	1
" /  "	""	1
" /  PROTX0 leads to an activation of PROTX2 gene expression ,  as monitored by reporter gene constructs derived from the human "	"leads"	1
" leads to an activation of PROTX2 gene expression ,  as monitored by reporter gene constructs derived from the human "	"leads"	1
" /  "	""	1
" /  PROTX0 requires an PROTX0 binding site in the "	"requires"	1
" requires an PROTX0 binding site in the "	"requires"	1
" binding site in the "	"binding"	1
" /  "	""	1
" /  PROTX0 complexes formed on the "	"complexes"	1
" complexes formed on the "	"complexes"	1
" /  PROTX0 complexes formed on the "	"complexes"	1
" /  "	""	1
" /  PROTX0 kinase can directly bind to PROTX2 /  PROTX0 complexes formed on the PROTX0 promoter - derived "	"complexes"	1
" /  PROTX0 kinase can directly bind to PROTX0 /  "	"bind"	1
" /  PROTX0 kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the "	"complexes"	1
" kinase can directly bind to PROTX2 /  PROTX0 complexes formed on the PROTX0 promoter - derived "	"complexes"	1
" kinase can directly bind to PROTX0 /  "	"bind"	1
" kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the "	"complexes"	1
" /  "	""	1
" /  PROTX0 complexes formed on the "	"complexes"	1
" complexes formed on the "	"complexes"	1
" /  PROTX0 kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the PROTX0 promoter - derived PROTX0 binding site ,  and this association is controlled by "	"controlled"	1
" kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the PROTX0 promoter - derived PROTX0 binding site ,  and this association is controlled by "	"controlled"	1
" /  PROTX0 complexes formed on the PROTX0 promoter - derived PROTX2 binding site ,  and this association is controlled by "	"binding"	1
" complexes formed on the PROTX0 promoter - derived PROTX0 binding site ,  and this association is controlled by "	"binding"	1
" promoter - derived PROTX0 binding site ,  and this association is controlled by "	"binding"	1
" /  "	""	1
" /  PROTX0 kinase can directly bind to PROTX2 /  PROTX0 complexes formed on the PROTX0 promoter - derived "	"complexes"	1
" /  PROTX0 kinase can directly bind to PROTX0 /  "	"bind"	1
" /  PROTX0 kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the "	"complexes"	1
" kinase can directly bind to PROTX2 /  PROTX0 complexes formed on the PROTX0 promoter - derived "	"complexes"	1
" kinase can directly bind to PROTX0 /  "	"bind"	1
" kinase can directly bind to PROTX0 /  PROTX0 complexes formed on the "	"complexes"	1
" /  "	""	1
" /  PROTX0 complexes formed on the "	"complexes"	1
" complexes formed on the "	"complexes"	1
" /  PROTX0 associates with PROTX0 /  PROTX0 complexes in late G1 phase ,  once "	"complexes"	1
" associates with PROTX0 /  PROTX0 complexes in late G1 phase ,  once "	"complexes"	1
" /  PROTX0 complexes in late G1 phase ,  once "	"complexes"	1
" complexes in late G1 phase ,  once "	"complexes"	1
" /  "	""	1
" /  PROTX0 associates with "	"associates"	1
" /  PROTX0 associates with PROTX0 /  "	"associates"	1
" associates with "	"associates"	1
" associates with PROTX0 /  "	"associates"	1
" /  "	""	1
" prevents promoter activation ,  it appears that transcriptional activation of the "	"prevents"	1
" also suppresses RNA "	"suppresses"	1
" can repress "	"repress"	1
" - null epithelial cells display an increased "	"increased"	1
" and "	""	1
" prevents the interaction between "	"prevents"	1
" prevents the interaction between PROTX0 and "	"prevents"	1
" and "	""	1
" binds to "	"binds"	1
" represses "	"represses"	1
" binds to DNA as homodimers or as heterodimers in association with a protein ,  "	"binds"	1
" -  PROTX0 heterodimers bind more efficiently than homodimers to DNA ,  PROTX0 as well as the adenovirus PROTX0 protein and "	"bind"	1
" ,  whose product dimerizes efficiently with "	"dimerizes"	1
" also plays a major role in modulating the function of "	"modulating"	1
" )  is a processivity factor required for "	"required"	1
" spanning amino acids 36 - 55 and 196 - 215 that bind "	"bind"	1
" to (i )  support the PROTX2 /  PROTX1 - dependent PROTX0 - catalyzed elongation of a singly primed DNA template; (ii )  stimulate PROTX2 -  catalyzed DNA - dependent hydrolysis of ATP; (iii )  be loaded onto DNA by PROTX2; and (iv )  activate "	"activate"	1
" /  "	""	1
" /  PROTX0 - dependent PROTX2 - catalyzed elongation of a singly primed DNA template; (ii )  stimulate PROTX1 -  catalyzed DNA - dependent hydrolysis of ATP; (iii )  be loaded onto DNA by PROTX1; and (iv )  activate PROTX1 - independent "	"activate"	1
" to (i )  support the PROTX0 /  PROTX1 - dependent PROTX2 - catalyzed elongation of a singly primed DNA template; (ii )  stimulate PROTX0 -  catalyzed DNA - dependent hydrolysis of ATP; (iii )  be loaded onto DNA by PROTX0; and (iv )  activate PROTX0 - independent "	"activate"	1
" in supporting "	""	1
" - dependent "	""	1
" in supporting PROTX0 - dependent "	""	1
" to stimulate DNA PROTX0 in the absence of PROTX1 but substantially lowered the efficiency of "	"stimulate"	1
" in the absence of PROTX1 but substantially lowered the efficiency of "	""	1
" to stimulate DNA "	"stimulate"	1
" to stimulate "	"stimulate"	1
" and the subsequent loading of "	""	1
" upregulates the expression of "	"upregulates"	1
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, and "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", PROTX0, "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", "	""	0
", PROTX0, PROTX0, PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of "	"expression"	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of PROTX0 and "	"expression"	0
", PROTX0, PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of "	"expression"	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of PROTX0 and "	"expression"	0
", PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of "	"expression"	0
", and PROTX0 messenger RNA (mRNA) were significantly increased and expression of "	"expression"	0
" messenger RNA (mRNA) were significantly increased and expression of "	"expression"	0
" and "	""	0
", "	""	0
", PROTX0, and "	""	0
", PROTX0, and PROTX0 messenger RNA (mRNA) were significantly increased and expression of PROTX0 and "	"expression"	0
", and "	""	0
", and PROTX0 messenger RNA (mRNA) were significantly increased and expression of PROTX0 and "	"expression"	0
" messenger RNA (mRNA) were significantly increased and expression of PROTX0 and "	"expression"	0
" x "	""	0
" x PROTX0 / "	""	0
" / "	""	0
" x "	""	0
" x PROTX0 /  "	""	0
" /  "	""	0
" and / or "	""	0
" x "	""	0
" x PROTX0 / "	""	0
" / "	""	0
", and most of these showed induction of "	"induction"	0
"), the telomerase - associated protein ("	"associated"	0
"), the telomerase - associated protein (PROTX0), and the telomerase catalytic sub - unit ("	"associated"	0
"), and the telomerase catalytic sub - unit ("	""	0
" and "	""	0
" mRNA expression parallels the activity status documented by the TRAP assay, whereas "	"expression"	0
" mRNA expression parallels the activity status documented by the TRAP assay, whereas PROTX0 and "	"expression"	0
" transcripts were detected in all "	""	0
" expression is rate - limiting for human "	"expression"	0
" antibodies, these results provide information for the design of PROTX1 mRNA - specific in situ probes to study "	""	0
" and "	""	0
" or "	""	0
" and "	""	0
" and short - patch repair to "	""	0
" with transgenic mice that develop mammary adenocarcinomas under the influence of a "	"influence"	0
") and SK - MEL - 2 (mutant PROTX1), were treated by mock infection, infection with a control vector expressing the PROTX0 gene (Ad5CMV - PROTX0), or infection with a vector expressing PROTX2 (Ad5CMV - "	"control"	0
") and SK - MEL - 2 (mutant PROTX1), were treated by mock infection, infection with a control vector expressing the "	"control"	0
") and SK - MEL - 2 (mutant PROTX1), were treated by mock infection, infection with a control vector expressing the PROTX0 gene (Ad5CMV - "	"control"	0
" gene (Ad5CMV - PROTX0), or infection with a vector expressing PROTX1 (Ad5CMV - "	"expressing"	0
"), or infection with a vector expressing PROTX1 (Ad5CMV - "	"expressing"	0
" gene (Ad5CMV - "	""	0
" sequence is identical, save 2 amino acids, to "	""	0
" sequence is identical, save 2 amino acids, to PROTX0 also cloned recently as "	""	0
" sequence is identical, save 2 amino acids, to PROTX0 also cloned recently as PROTX0, a member of the "	""	0
" also cloned recently as "	""	0
" also cloned recently as PROTX0, a member of the "	""	0
", a member of the "	""	0
" but is less sensitive than "	""	0
" is much more sensitive to inhibition by the nucleotide analogue 2',3' - dideoxythymidine 5' - triphosphate (ddTTP) than "	"inhibition"	0
" is much more sensitive to inhibition by the nucleotide analogue 2',3' - dideoxythymidine 5' - triphosphate (ddTTP) than PROTX0 but is less sensitive than "	"inhibition"	0
" and less sensitive than "	""	0
" (which is greater than 200 microM) but greater than the Ki of "	""	0
" several hundred times more strongly than it inhibits "	"inhibits"	0
" were characterized by the use of transiently transfected PROTX2 and "	""	0
" and the "	""	0
" and "	""	0
" - expressing neural precursor cells (line Ntva) or PROTX2 ("	"expressing"	0
" to Ntva(+) cells and transfer of "	""	0
", with sequence similarity to human "	""	0
" or "	""	0
" capacity to interact with COOH - terminal binding protein could be an important event during colorectal carcinogenesis by modifying "	"interact"	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, and PROTX0, but not "	""	0
", "	""	0
", PROTX0, and "	""	0
", PROTX0, and PROTX0, but not "	""	0
", and "	""	0
", and PROTX0, but not "	""	0
", but not "	""	0
" and PROTX2, relative to AEs and SCs by immunofluorescence labelling of paraffin sections of the mouse testis, using affinity -  purified polyclonal antibodies against PROTX1 and "	""	0
" and "	""	0
" and "	""	0
" and "	""	0
" and "	""	0
" -  and "	""	0
" is a novel mutation target of microsatellite instability where abnormal transcripts are generated indirectly by intronic mutations, which is distinct from the other mutation targets such as the "	"generated"	0
" is a novel mutation target of microsatellite instability where abnormal transcripts are generated indirectly by intronic mutations, which is distinct from the other mutation targets such as the PROTX0 gene or "	"generated"	0
" gene or "	""	0
" interaction with the "	"interaction"	0
" and "	""	0
" and reduced PROTX2("	"reduced"	0
" in human colorectal carcinomas was examined immunohistochemically, and the correlation of PROTX1 expression with clinicopathological findings and with the expression of PROTX2("	"expression"	0
", "	""	0
", PROTX0, and "	""	0
", and "	""	0
", and "	""	0
" and "	""	0
" and "	""	0
"(PROTX2) expression and the increase in "	"increase"	0
" by Tomudex and kilobase DNA fragmentation may correlate with the reduction of PROTX0(PROTX0) expression and the increase in "	"increase"	0
"(PROTX2) expression and the increase in PROTX0 and "	"increase"	0
" by Tomudex and kilobase DNA fragmentation may correlate with the reduction of PROTX0(PROTX0) expression and the increase in PROTX0 and "	"increase"	0
" by Tomudex and kilobase DNA fragmentation may correlate with the reduction of PROTX1("	"correlate"	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, and "	""	0
", "	""	0
", PROTX0, and "	""	0
", and "	""	0
" and "	""	0
"(PROTX2) expression, with an increase in "	"increase"	0
"(PROTX2) expression, with an increase in PROTX0 and "	"increase"	0
" and "	""	0
" and PROTX2("	""	0
" completely blocked B6H12 - induced morphologic and functional changes without inhibiting phorbol 12 - myristate 13 - acetate - induced spreading on FN in BALL cells, whereas the dominant - negative form of "	"inhibiting"	0
" / "	""	0
", the roles of "	""	0
" but few PROTX0, the roles of "	""	0
", the roles of PROTX0 / "	""	0
" but few PROTX0, the roles of PROTX0 / "	""	0
" but few "	""	0
", PROTX0 and PROTX0 proteins in five breast cancer cell lines, including a PROTX1 - deficient cell line, and in 179 breast cancer tissue samples from Japanese women, including 113 sporadic, 47 hereditary (i.e., PROTX1 status unknown), and 19 "	""	0
" and PROTX0 proteins in five breast cancer cell lines, including a PROTX1 - deficient cell line, and in 179 breast cancer tissue samples from Japanese women, including 113 sporadic, 47 hereditary (i.e., PROTX1 status unknown), and 19 "	""	0
" proteins in five breast cancer cell lines, including a PROTX1 - deficient cell line, and in 179 breast cancer tissue samples from Japanese women, including 113 sporadic, 47 hereditary (i.e., PROTX1 status unknown), and 19 "	""	0
", "	""	0
", PROTX0 and "	""	0
" and "	""	0
" protein in the complex is critical for DNA helicase activity and that the "	"complex"	0
", 4,6,7 proteins from insect cells and characterized various mutant PROTX0,6,7 complexes in which the conserved ATPase motifs of the PROTX0 and "	"complexes"	0
", 4,6,7 proteins from insect cells and characterized various mutant PROTX2,6,7 complexes in which the conserved ATPase motifs of the "	"complexes"	0
",6,7 complexes in which the conserved ATPase motifs of the PROTX2 and "	"complexes"	0
" expression varies with cell cycle progression in a pattern identical to that of "	"expression"	0
", however, the G(1) / S induction of "	"induction"	0
", we have evaluated its biological properties with respect to those of "	""	0
", rather than "	""	0
", rather than PROTX0, is the mouse orthologue of both the human "	""	0
", rather than PROTX0, is the mouse orthologue of both the human PROTX0 and Xenopus "	""	0
", is the mouse orthologue of both the human "	""	0
", is the mouse orthologue of both the human PROTX0 and Xenopus "	""	0
" and Xenopus "	""	0
" genes, "	""	0
" genes, PROTX0 is most closely related to "	""	0
" is most closely related to "	""	0
" to transform fibroblasts homozygous for either wild - type or knockout "	"transform"	0
", and PROTX0 to transformation by "	""	0
" to transformation by "	""	0
", PROTX0, and PROTX0 to transformation by "	""	0
", and "	""	0
", "	""	0
", PROTX0, and "	""	0
" and PROTX0 are also targets in "	"targets"	0
" are also targets in "	"targets"	0
" and "	""	0
", there appear to be multiple transcripts for "	""	0
" is a nuclear basic leucine zipper protein that belongs to the "	""	0
" is a nuclear basic leucine zipper protein that belongs to the PROTX0 / "	""	0
" / "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, and PROTX0 / "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, PROTX0, and PROTX0 / "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, and "	""	0
", PROTX0, PROTX0, and PROTX0 / "	""	0
", "	""	0
", PROTX0, and "	""	0
", PROTX0, and PROTX0 / "	""	0
", and "	""	0
", and PROTX0 / "	""	0
" / "	""	0
" Abs, C - terminal PROTX0 hexapeptide analogs, and "	""	0
" Abs, C - terminal "	""	0
" hexapeptide analogs, and "	""	0
" production and is even a superagonist for "	""	0
" persisted, whereas "	""	0
" and "	""	0
" and pocket protein - "	""	0
" had little effect on this coupled reaction, but did inhibit the subsequent elongation of products, presumably after "	"inhibit"	0
" and the dominant - negative helix - loop - helix gene "	""	0
" (PROTX1), but share no primary sequence homology to "	""	0
" extracellular domain fused to the intracellular domain of the "	"fused"	0
", can activate a chimeric receptor consisting of the "	"activate"	0
", can activate a chimeric receptor consisting of the PROTX0 extracellular domain fused to the intracellular domain of the "	"activate"	0
" and "	""	0
" and PROTX0 are virtually identical and the C - terminal "	""	0
" are virtually identical and the C - terminal "	""	0
" PROTX0 - like region replaced by the corresponding part of bovine PROTX1 or human "	""	0
" "	""	0
" - like region replaced by the corresponding part of bovine PROTX0 or human "	""	0
" and "	""	0
" has extensive homology to a mammalian protein called PROTX2 (PROTX2), but unlike "	""	0
" has several novel putative protein - protein interaction motifs, as well as a PDZ domain and a "	"interaction"	0
", is a factor which is required, with "	""	0
", because RB( -  /  - ) fibroblasts are significantly less sensitive to excess "	""	0
" in apoptosis, we examined endogenous retinoblastoma gene (Rb) expression following treatment with "	"expression"	0
" and "	""	0
", the catalytic component of "	""	0
" - immortalized HFK and HAK cell lines examined, four exhibited repression of PROTX2 expression by promoter methylation or specific large - scale deletion of chromosome 9p, the location of "	"repression"	0
", with only slight down - regulation of expression of "	"regulation"	0
" localizes in distinct punctate nuclear regions and colocalizes with "	""	0
" acted as a transcriptional repressor, whereas its partner "	"acted"	0
", that co - eluted with "	""	0
" and "	""	0
" and the secreted "	""	0
", but not "	""	0
" and "	""	0
", on the RNA - binding activity of the iron - regulatory proteins ("	"binding"	0
", on the RNA - binding activity of the iron - regulatory proteins (PROTX0 and "	"binding"	0
" and, when present, of "	""	0
", the catalytic subunit of PROTX0, or "	""	0
", the catalytic subunit of "	""	0
", or "	""	0
" or "	""	0
" or PROTX0, the tankyrase gene, two suspected "	""	0
", the tankyrase gene, two suspected "	""	0
" or "	""	0
" activity other than PROTX0 or "	"activity"	0
" activity other than "	"activity"	0
", "	""	0
", PROTX0, and "	""	0
", and "	""	0
" and PROTX0 receptors and more moderate affinity for "	""	0
" receptors and more moderate affinity for "	""	0
" and "	""	0
" and "	""	0
" receptor transcripts in heart valves was at least 300 - fold higher than the levels of "	""	0
" and PROTX0 receptor transcripts in heart valves was at least 300 - fold higher than the levels of "	""	0
